time,foot
17.50118,Right,
17.6561,Left,
17.76845,Right,
17.9992,Right,
18.15138,Left,
18.30206,Right,
18.41242,Left,
18.56495,Right,
18.71498,Left,
18.79139,Right,
18.98098,Left,
19.09381,Right,
19.25046,Left,
19.40319,Right,
19.58981,Left,
19.74012,Right,
19.85244,Left,
19.99936,Right,
20.14863,Left,
20.29783,Right,
20.43924,Left,
20.61729,Right,
20.7569,Left,
20.8893,Right,
21.05446,Left,
21.21517,Right,
21.37369,Left,
21.51176,Right,
21.70006,Left,
21.85279,Right,
22.00212,Left,
22.1467,Right,
22.29084,Left,
22.44015,Right,
22.59019,Left,
22.74011,Right,
22.89074,Left,
23.07475,Right,
23.22958,Left,
23.42204,Right,
23.61102,Left,
23.76369,Right,
23.95915,Left,
24.15875,Right,
24.32047,Left,
24.47829,Right,
24.6396,Left,
24.84119,Right,
25.05616,Left,
25.2623,Right,
25.42917,Left,
25.72627,Left,
25.89892,Right,
26.07471,Left,
26.24702,Right,
26.41918,Left,
26.5792,Right,
26.73792,Left,
26.89547,Right,
27.09676,Left,
27.28964,Right,
27.43435,Left,
27.65025,Right,
27.82781,Left,
28.03484,Right,
28.25611,Left,

time,foot
0.03251815,Left,
0.1503814,Right,
0.256519,Left,
0.4017649,Right,
0.5194767,Left,
0.6677221,Right,
0.8175977,Left,
0.9909902,Right,
1.114016,Left,
1.26493,Right,
1.39004,Left,
1.545499,Right,
1.70059,Left,
1.828199,Right,
1.987555,Left,
2.118365,Right,
2.287498,Left,
2.389079,Right,
2.560476,Left,
2.665478,Right,
2.79755,Left,
2.995957,Right,
3.120633,Left,
3.283244,Right,
3.383233,Left,
3.513681,Right,
3.647268,Left,
3.78077,Right,
3.938431,Left,
4.034281,Right,
4.165649,Left,
4.328747,Right,
4.429687,Left,
4.563998,Right,
4.669643,Left,
4.805238,Right,
4.910904,Left,
5.045334,Right,
5.211676,Left,
5.349319,Right,
5.483176,Left,
5.583797,Right,
5.722893,Left,
5.831172,Right,
6.001092,Left,
6.107002,Right,
6.214273,Left,
6.35806,Right,
6.500803,Left,
6.647878,Right,
6.722747,Left,
6.830565,Right,
7.014297,Left,
7.120294,Right,
7.155013,Left,
7.322948,Right,
7.464406,Left,
7.571098,Right,
7.713638,Left,
7.821434,Right,
7.964221,Left,
8.071454,Right,
8.179992,Left,
8.367364,Right,
8.514941,Left,
8.624318,Right,
8.732734,Left,
8.842919,Right,
9.034899,Left,
9.151056,Right,
9.271589,Left,
9.433256,Right,
9.58627,Left,
9.737872,Right,
9.851613,Left,
9.970394,Right,
10.12131,Left,
10.23734,Right,
10.34881,Left,
10.49878,Right,
10.65026,Left,
10.76405,Right,
10.879,Left,
11.07471,Right,
11.18648,Left,
11.33478,Right,
11.44659,Left,
11.59713,Right,
11.71295,Left,
11.82553,Right,
11.97457,Left,
12.14941,Right,
12.29045,Left,
12.42552,Right,
12.58731,Left,
12.71781,Right,
12.81392,Left,
12.97411,Right,
13.11013,Left,
13.29456,Right,
13.40949,Left,
13.56026,Right,
13.71028,Left,
13.85376,Right,
13.96439,Left,
14.1147,Right,
14.26371,Left,
14.41337,Right,
14.5636,Left,
14.71485,Right,
14.83096,Left,
14.98885,Right,
15.14085,Left,
15.25741,Right,
15.41391,Left,
15.56851,Right,
15.6922,Left,
15.84694,Right,
16.00494,Left,
16.16454,Right,
16.29378,Left,
16.41605,Right,
16.57839,Left,
16.74792,Right,
16.87725,Left,
17.0458,Right,
17.2162,Left,
17.3411,Right,
17.49672,Left,
17.69258,Right,
17.81009,Left,
17.96934,Right,
18.12503,Left,
18.30391,Right,
18.44607,Left,
18.58996,Right,
18.76132,Left,
18.92174,Right,
19.0988,Left,

time,foot
0.02958793,Right,
0.1992382,Left,
0.3165491,Right,
0.4352621,Left,
0.5551543,Right,
0.6474687,Left,
0.7624,Right,
0.8507621,Left,
0.9719895,Right,
1.064117,Left,
1.187632,Right,
1.250097,Left,
1.376442,Right,
1.498612,Left,
1.661004,Right,
1.756057,Left,
1.859559,Right,
1.996267,Left,
2.095854,Right,
2.265844,Left,
2.399838,Right,
2.500564,Left,
2.661071,Right,
2.788632,Left,
2.919619,Right,
3.085882,Left,
3.186466,Right,
3.38415,Left,
3.51388,Right,
3.638366,Left,
3.766061,Right,
3.863983,Left,
3.996404,Right,
4.162699,Left,
4.302121,Right,
4.407042,Left,
4.510835,Right,
4.645987,Left,
4.814297,Right,
4.949205,Left,
5.118841,Right,
5.255406,Left,
5.395566,Right,
5.53805,Left,
5.676207,Right,
5.84916,Left,
5.959032,Right,
6.102676,Left,
6.209871,Right,
6.357236,Left,
6.502404,Right,
6.648986,Left,
6.795926,Right,
6.93529,Left,
7.071188,Right,
7.174149,Left,
7.314582,Right,
7.453572,Left,
7.560553,Right,
7.699987,Left,
7.84268,Right,
7.983662,Left,
8.132273,Right,
8.314528,Left,
8.461267,Right,
8.606075,Left,
8.74949,Right,
8.898347,Left,
9.052797,Right,
9.21069,Left,
9.407194,Right,
9.525742,Left,
9.672353,Right,
9.855719,Left,
9.971098,Right,
10.11982,Left,
10.30418,Right,
10.48713,Left,
10.63346,Right,
10.7804,Left,
10.92636,Right,
11.0758,Left,
11.18389,Right,
11.33956,Left,
11.52563,Right,
11.67358,Left,
11.81999,Right,
12.00508,Left,
12.15076,Right,
12.33485,Left,
12.51715,Right,
12.68911,Left,
12.85616,Right,
13.02186,Left,
13.21575,Right,
13.40647,Left,
13.56073,Right,
13.75647,Left,
13.9342,Right,
14.12515,Left,
14.27489,Right,
14.45876,Left,
14.63414,Right,
14.81796,Left,
15.04067,Right,
15.22475,Left,
15.40835,Right,
15.59169,Left,
15.77802,Right,
15.97109,Left,
16.19583,Right,
16.34547,Left,
16.57609,Right,
16.7698,Left,
16.96689,Right,
17.16353,Left,
17.35955,Right,
17.55953,Left,
17.76262,Right,
17.92753,Left,
18.12781,Right,
18.29484,Left,
18.41744,Right,
18.54515,Left,
18.76249,Right,
18.92752,Left,
19.09038,Right,
19.28055,Left,
19.47663,Right,
19.67508,Left,
19.87064,Right,
20.05547,Left,
20.30778,Right,
20.41471,Left,
20.59261,Right,
20.7623,Left,
20.94756,Right,

time,foot
0.05496832,Right,
0.1692352,Left,
0.2875745,Right,
0.4016396,Left,
0.5203384,Right,
0.6401652,Left,
0.7573987,Right,
0.8772917,Left,
0.9981399,Right,
1.121843,Left,
1.216999,Right,
1.373426,Left,
1.438573,Right,
1.564566,Left,
1.693889,Right,
1.825322,Left,
1.959692,Right,
2.099381,Left,
2.340876,Left,
2.440496,Right,
2.609824,Left,
2.745005,Right,
2.870706,Left,
3.000505,Right,
3.167121,Left,
3.26756,Right,
3.404618,Left,
3.539162,Right,
3.706125,Left,
3.804234,Right,
3.997625,Left,
4.067974,Right,
4.266865,Left,
4.332335,Right,
4.505162,Left,
4.716255,Left,
4.819328,Right,
5.020857,Left,
5.156451,Right,
5.325038,Left,
5.460821,Right,
5.63379,Left,
5.738189,Right,
5.911683,Left,
6.052683,Right,
6.22862,Left,
6.37501,Right,
6.558663,Left,
6.669297,Right,
6.818017,Left,
6.963917,Right,
7.149693,Left,
7.256216,Right,
7.430799,Left,
7.567053,Right,
7.746392,Left,
7.884716,Right,
8.025669,Left,
8.134978,Right,
8.34913,Left,
8.454992,Right,
8.638439,Left,
8.785136,Right,
8.934478,Left,
9.047921,Right,
9.231405,Left,
9.339076,Right,
9.5324,Left,
9.686901,Right,
9.886537,Left,
10.00709,Right,
10.20296,Left,
10.31865,Right,
10.46897,Left,
10.58524,Right,
10.81197,Left,
10.96232,Right,
11.11353,Left,
11.22215,Right,
11.41409,Left,
11.52557,Right,
11.7505,Left,
11.90563,Right,
12.0938,Left,
12.20507,Right,
12.35355,Left,
12.50233,Right,
12.65406,Left,
12.80445,Right,
12.99116,Left,
13.13522,Right,
13.31375,Left,
13.41608,Right,
13.65094,Left,
13.71729,Right,
13.95183,Left,
14.11276,Right,
14.28463,Left,
14.47456,Left,
14.63104,Left,
14.74877,Right,
14.93475,Left,
15.08548,Right,
15.27363,Left,
15.38866,Right,
15.53939,Left,
15.65278,Right,
15.80504,Left,
15.95627,Right,
16.11531,Left,
16.27062,Right,
16.42354,Left,
16.58411,Right,
16.74028,Left,
16.90371,Right,
17.1063,Left,
17.23004,Right,
17.38916,Left,
17.59872,Right,
17.76851,Left,
17.93471,Right,
18.06319,Left,
18.27746,Left,
18.40635,Left,
18.58583,Right,
18.75956,Left,
19.00572,Right,
19.20236,Left,
19.32477,Right,
19.56457,Left,
19.72845,Left,
20.16093,Left,
20.30486,Right,
20.4484,Left,
20.62684,Left,
20.66204,Right,
20.76403,Left,

time,foot
0.2003115,Right,
0.3355397,Left,
0.5077034,Right,
0.7149625,Left,
0.8640653,Right,
1.068887,Left,
1.244443,Right,
1.424586,Left,
1.636862,Right,
1.853191,Left,
2.03806,Right,
2.193687,Left,
2.385254,Right,
2.606011,Left,
2.767939,Right,
2.938205,Left,
3.176973,Right,
4.018318,Right,
4.666633,Left,
4.916795,Right,
5.167078,Left,
5.361623,Right,
5.619643,Left,
5.820596,Right,
6.049978,Left,
6.280526,Right,
6.499015,Left,
6.720001,Right,
6.916491,Left,
7.049738,Right,
7.250454,Left,
7.457695,Right,
7.700627,Left,
7.878142,Right,
8.111517,Left,
8.349995,Right,
8.518024,Left,
8.724463,Right,
8.965522,Left,
9.176927,Right,
9.349554,Left,
9.559012,Right,
9.732288,Left,
9.950761,Right,
10.13103,Left,
10.3141,Right,
10.4635,Left,
10.61388,Right,
10.83359,Left,
11.01784,Right,
11.2174,Left,
11.38984,Right,
11.53195,Left,
11.74456,Right,
11.95502,Left,
12.23868,Right,
12.45109,Left,
12.66522,Right,
12.85245,Left,
13.03567,Right,
13.25915,Left,
13.4742,Right,
13.6547,Left,
13.8793,Right,
14.1153,Left,
14.26931,Right,
14.54817,Left,
14.77948,Right,
15.00491,Left,
15.19691,Right,
15.38565,Left,
15.61021,Right,
15.86479,Left,
16.04995,Right,
16.27372,Left,
16.45992,Right,
16.71556,Left,
16.94036,Right,
17.13417,Left,
17.32234,Right,
17.57938,Left,
17.75952,Right,
17.98035,Left,
18.16316,Right,
18.31224,Left,
18.50036,Right,
18.71402,Left,
18.9165,Right,
19.11738,Left,
19.34319,Right,
19.53603,Left,
19.75972,Right,
19.9465,Left,
20.15635,Right,
20.38351,Left,
20.53555,Right,
20.72407,Left,
20.90763,Right,
21.12399,Left,
21.31003,Right,
21.53186,Left,
21.71989,Right,
21.90399,Left,
22.13014,Right,
22.28092,Left,
22.51157,Right,
22.69948,Left,
22.93027,Right,
23.1293,Left,
23.32923,Right,
23.56472,Left,
23.76252,Right,
23.96229,Left,
24.16705,Right,
24.37885,Left,
24.58496,Right,
24.79501,Left,
24.96071,Right,
25.13145,Left,
25.30341,Right,
25.56233,Left,
25.72616,Right,
25.96091,Left,
26.27733,Right,
26.44104,Left,
26.59982,Right,
26.82849,Left,
27.00929,Right,
27.25899,Left,
27.4652,Right,
27.72584,Left,
27.94039,Right,

time,foot
0.1489099,Left,
0.3141198,Right,
0.3972467,Left,
0.5475916,Right,
0.6320243,Left,
0.7205637,Right,
0.8403985,Left,
0.958468,Right,
1.049983,Left,
1.139689,Right,
1.26529,Left,
1.357248,Right,
1.483568,Left,
1.573648,Right,
1.699506,Left,
1.896155,Left,
1.997836,Right,
2.133729,Left,
2.207078,Right,
2.338732,Left,
2.576003,Left,
2.672673,Right,
2.703825,Right,
2.800071,Left,
2.929433,Right,
3.03315,Left,
3.126714,Right,
3.233602,Left,
3.331439,Right,
3.431368,Left,
3.53146,Right,
3.631673,Left,
3.698585,Right,
3.832172,Left,
3.832172,Right,
4.04459,Left,
4.148214,Right,
4.2839,Left,
4.451522,Left,
4.692494,Left,
4.897997,Left,
5.143123,Left,
5.355661,Left,
5.46024,Right,
5.562351,Left,
5.666056,Right,
5.806783,Left,
5.950167,Right,
6.021985,Left,
6.16682,Right,
6.313196,Left,
6.423779,Right,
6.530773,Left,
6.639576,Right,
6.744525,Left,
6.845538,Right,
6.986124,Left,
7.05539,Right,
7.162608,Left,
7.302146,Right,
7.37269,Left,
7.480265,Right,
7.62486,Left,
7.696422,Right,
7.846902,Left,
7.954395,Right,
8.063137,Left,
8.211626,Right,
8.318808,Left,
8.397993,Right,
8.516142,Left,
8.677213,Right,
8.754811,Left,
8.910435,Right,
9.020692,Left,
9.135861,Right,
9.251288,Left,
9.36383,Right,
9.479524,Left,
9.626438,Right,
9.736684,Left,
9.849573,Right,
9.96302,Left,
10.11274,Right,
10.19072,Left,
10.30684,Right,
10.45339,Left,
10.56258,Right,
10.71042,Left,
10.81979,Right,
10.89356,Left,
11.00649,Right,
11.15126,Left,
11.25895,Right,
11.39746,Left,
11.52551,Right,
11.65471,Left,
11.75354,Right,
11.88069,Left,
12.01214,Right,
12.1191,Left,
12.2351,Right,
12.3475,Left,
12.49746,Right,
12.61067,Left,
12.71587,Right,
12.86495,Left,
12.93985,Right,
13.0902,Left,
13.20082,Right,
13.31564,Left,
13.47255,Right,
13.5504,Left,
13.70277,Right,
13.81664,Left,
13.97813,Right,
14.05632,Left,
14.1782,Right,
14.33901,Left,
14.45892,Right,
14.58068,Left,
14.70245,Right,
14.83034,Left,
14.99569,Right,
15.12419,Left,
15.21099,Right,
15.38169,Left,
15.51301,Right,
15.64239,Left,
15.76603,Right,
15.88344,Left,
16.00359,Right,
16.12358,Left,
16.28442,Right,
16.39747,Left,
16.5081,Right,
16.61584,Left,
16.72414,Right,
16.82825,Left,
16.93011,Right,
17.05699,Left,

time,foot
2.017849,Right,
2.6325,Left,
3.13153,Right,
3.363151,Left,
3.598496,Left,
4.050249,Right,
4.571588,Left,
5.06316,Right,
5.618514,Left,
6.125822,Right,
6.70928,Left,
7.04429,Right,
7.215381,Right,
7.787292,Left,
8.292102,Right,
8.908333,Left,
9.44319,Right,
10.044,Left,
10.56287,Right,
11.16204,Left,
11.68995,Right,
12.28989,Left,
12.89844,Right,
13.41997,Left,
13.91145,Right,
14.11739,Left,
14.43062,Left,
14.63472,Right,
15.4049,Left,
15.94273,Right,
16.48299,Left,
16.7216,Right,
17.06337,Right,
17.61617,Left,
17.92396,Right,
18.19974,Right,
18.74137,Left,
18.91866,Right,
19.28152,Right,
19.79055,Left,
20.38209,Right,
20.88608,Left,
21.1603,Right,
21.53217,Right,
21.98573,Left,
22.54815,Right,
23.03902,Left,
23.60231,Right,
24.13515,Left,
24.68641,Right,
25.20157,Left,
25.77841,Right,
26.27872,Left,
26.9098,Right,
27.41369,Left,
27.61318,Right,
28.57704,Left,
29.16704,Right,
29.65239,Left,
30.11188,Right,
30.70886,Left,
31.34294,Right,
31.78245,Left,
32.43924,Right,
32.87997,Left,
33.5249,Right,
34.01509,Left,
34.63463,Right,
35.06816,Left,
35.71724,Right,
36.15755,Left,
36.77468,Right,
37.32666,Left,
37.90386,Right,
38.42915,Left,
38.97656,Right,
39.48828,Left,
40.04697,Right,
40.55539,Left,
41.08757,Right,
41.56553,Left,
42.17252,Right,
42.64934,Left,
43.27425,Right,
43.75455,Left,
44.38148,Right,
44.86644,Left,
45.44179,Right,
45.90086,Left,
46.51203,Right,
47.01533,Left,
47.56285,Right,
48.03096,Left,
48.53656,Right,
49.05645,Left,
49.59535,Right,
50.08432,Left,
50.62643,Right,
51.0926,Left,
51.64667,Right,
52.15607,Left,
52.71392,Right,
53.17773,Left,
53.72118,Right,
54.19593,Left,
54.78807,Right,
55.29088,Left,
55.82159,Right,
56.30161,Left,
56.85822,Right,

time,foot
0.2319755,Right,
0.6982309,Left,
1.171714,Right,
1.644152,Left,
2.210271,Right,
2.759397,Left,
3.317422,Right,
3.85282,Left,
4.414145,Right,
4.989507,Left,
5.574509,Right,
6.110363,Left,
6.699006,Right,
7.218315,Left,
7.799526,Right,
8.342319,Left,
8.887358,Right,
9.4058,Left,
9.637597,Right,
9.703202,Right,
9.941162,Right,
10.24922,Left,
10.80717,Right,
11.03441,Left,
11.32939,Left,
11.46383,Right,
11.69965,Right,
11.94107,Right,
12.18832,Right,
13.47019,Left,
13.6048,Right,
13.77275,Left,
14.01268,Right,
14.21483,Left,
14.45504,Right,
14.63248,Left,
14.87821,Right,
15.05098,Left,
15.26214,Right,
15.44393,Left,
15.662,Right,
15.8446,Left,
16.02808,Right,
16.21279,Left,
16.39485,Right,
16.53944,Left,
16.77891,Right,
16.98682,Left,
17.23542,Right,
17.37789,Left,
17.58994,Right,
17.76913,Left,
17.94877,Right,
18.08999,Left,
18.27386,Right,
18.461,Left,
18.64441,Right,
18.82568,Left,
19.18957,Left,
19.73915,Right,
19.93759,Left,
20.0955,Right,
20.29791,Left,
20.49648,Right,
20.68406,Left,
20.91227,Right,
21.10586,Left,
21.3282,Right,
21.36677,Right,
21.55671,Left,
21.82075,Right,
22.04689,Left,
22.27165,Right,
22.45966,Left,
23.06524,Right,
23.32503,Left,
23.6925,Left,
24.53164,Left,
24.86062,Left,
25.19632,Left,
25.37964,Right,
25.55245,Left,
25.72684,Right,
25.8952,Left,
27.84482,Right,
27.99954,Left,
28.22413,Right,
28.4394,Left,
28.63221,Right,
28.78617,Left,
28.93703,Right,
29.08753,Left,
29.42303,Left,
29.76235,Left,
29.87377,Right,
30.1028,Left,
30.17848,Right,
30.44262,Left,
30.75455,Left,
30.95333,Right,
31.18075,Left,
31.61499,Left,
31.81596,Right,
31.97538,Left,
32.17773,Right,
32.37792,Left,
32.57792,Right,
32.7837,Left,
32.95769,Right,
33.11943,Left,
33.32897,Right,
33.58509,Left,
33.97754,Left,
34.44661,Left,
34.65352,Right,
34.81097,Left,
35.08473,Right,
35.20573,Left,
35.40433,Right,
35.52205,Left,
35.67247,Right,
35.85173,Left,
35.99447,Right,
36.1032,Left,
36.27472,Right,
36.39949,Left,

