time,foot
44.17257,Right,
44.7694,Left,
45.24724,Right,
45.84117,Left,
46.31262,Right,
46.90422,Left,
47.35366,Right,
47.97683,Left,
48.47033,Right,
49.10307,Left,
49.61768,Right,
50.19971,Left,
50.69779,Right,
51.28901,Left,
51.79778,Right,
52.40302,Left,
52.84,Right,
53.4133,Left,
53.8996,Right,
54.35762,Left,
54.84998,Right,
55.3753,Left,
55.83698,Right,
56.34582,Left,
56.88733,Right,
57.46705,Left,
57.99449,Right,
58.64828,Left,
59.17966,Right,
59.7168,Left,
60.18895,Right,
60.74336,Left,
61.25424,Right,
61.80643,Left,
62.45715,Right,
62.78722,Left,
63.01077,Right,
63.33833,Left,
63.57725,Right,
63.91479,Left,
64.18137,Right,
64.43719,Left,
64.71097,Right,

time,foot
0.09984933,Right,
0.5670307,Left,
0.999988,Right,
1.40006,Left,
1.834129,Right,
2.217234,Left,
2.633386,Right,
3.065995,Left,
3.482692,Right,
3.549477,Right,
3.983128,Left,
4.398588,Right,
4.467028,Right,
4.93295,Left,
5.333436,Right,
5.849603,Left,
6.299613,Right,
6.399414,Right,
6.949777,Left,
7.415571,Right,
8.047516,Left,
8.115897,Left,
8.548192,Right,
9.198493,Left,
9.581852,Right,
10.34662,Left,
10.54735,Left,
10.682,Right,
11.28202,Left,
11.78093,Right,
12.26466,Left,
12.78102,Right,
13.26454,Left,
13.76402,Right,
14.26438,Left,
14.79728,Right,
15.26217,Left,
15.69541,Right,
16.13013,Left,
16.53028,Right,
16.99627,Left,
17.46344,Right,
17.96359,Left,
18.46278,Right,
18.93002,Left,
19.46385,Right,
19.92957,Left,
20.56287,Right,
20.62975,Right,
21.45995,Right,
21.89516,Left,
22.2956,Right,
22.74546,Left,
23.17859,Right,
23.60985,Left,
24.47799,Left,
25.42441,Left,
25.75565,Right,
26.12863,Left,
26.54487,Right,
26.95734,Left,
27.38148,Right,
27.79346,Left,
28.23675,Right,
28.67933,Left,
29.15081,Right,
29.58503,Left,
30.02616,Right,
30.48493,Left,
30.9838,Right,
31.44218,Left,
31.57067,Right,
31.90575,Right,
31.97447,Right,
32.38604,Left,
32.45378,Right,
32.74405,Right,
32.80954,Right,
33.15221,Left,
33.51171,Right,
33.78025,Left,
34.21557,Right,
34.30984,Right,
34.56607,Left,
34.81838,Right,
35.09171,Left,
35.12857,Right,
35.39743,Right,
35.84745,Left,
36.11955,Right,
36.22138,Right,
36.63564,Left,
36.97791,Right,
37.41516,Left,
37.77741,Right,
38.24163,Left,
38.62804,Right,
39.10557,Left,
39.4309,Right,
39.79347,Left,
40.12313,Right,
40.50763,Left,
40.90025,Right,
41.27888,Left,
41.66802,Right,
42.06264,Left,
42.50343,Right,
42.90285,Left,
43.38638,Right,
43.81696,Left,
44.29605,Right,
44.74192,Left,
45.24105,Right,
45.71395,Left,
45.77979,Right,
46.11307,Right,
46.17948,Right,
46.64006,Left,
46.69515,Right,

time,foot
0.2665422,Left,
1.066465,Right,
1.666663,Left,
2.333139,Right,
2.983196,Left,
3.650267,Right,
4.265408,Left,
4.783274,Right,
5.365295,Left,
5.9826,Right,
6.515148,Left,
7.048306,Right,
7.598609,Left,
8.130133,Right,
8.696527,Left,
9.229737,Right,
9.814342,Left,
10.33092,Right,
10.39797,Right,
10.96443,Left,
11.4647,Right,
12.08104,Left,
12.74696,Right,
13.312,Left,
13.81335,Right,
14.44707,Left,
15.01284,Right,
15.54677,Left,
16.04546,Right,
17.12845,Right,
17.79564,Left,
18.7624,Right,
18.86255,Left,
23.81022,Right,
23.87714,Right,
24.74423,Right,
25.27691,Left,
25.7749,Right,
26.27655,Left,
26.87566,Right,
27.44329,Left,
27.94299,Right,
28.4408,Left,
29.04282,Right,
29.5755,Left,
30.07628,Right,
30.61525,Left,
31.1992,Right,
31.7626,Left,
32.41475,Right,
32.91969,Left,
33.4305,Right,
33.93861,Left,
34.48513,Right,
35.06861,Left,
35.62731,Right,
36.20126,Left,
36.73776,Right,
37.27823,Left,
37.85408,Right,
38.3902,Left,
38.97393,Right,
39.53236,Left,
39.99626,Right,
40.62036,Left,
41.08346,Right,
41.68195,Left,
42.21668,Right,
42.76552,Left,
43.38438,Right,
43.92488,Left,
44.45193,Right,
45.00235,Left,
45.49144,Right,
46.08204,Left,
46.56741,Right,
47.17389,Left,
47.66753,Right,
48.26714,Left,
48.7748,Right,
49.38263,Left,
49.92125,Right,
50.53772,Left,
51.07344,Right,
51.64452,Left,
52.17114,Right,
52.74035,Left,
53.24824,Right,
53.79055,Left,
54.33322,Right,
54.88707,Left,
55.39211,Right,
55.99016,Left,
56.5989,Right,
57.22397,Left,
57.61966,Right,
58.12955,Left,
58.57406,Right,
59.18322,Left,
59.69558,Right,
60.24592,Left,
60.76149,Right,
61.35748,Left,
61.91146,Right,
62.47886,Left,
63.00591,Right,

